,text,category,polarity
468,it's convenient .,4,1
469,thanks bloom's for a lovely trip .,4,1
470,the atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon .,3,1
471,the atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon .,5,1
472,"oh right , i should probably say something nice .",4,0
473,"odd for ave b , not just odd , the place attracts an eclectic crowd to say the least .",3,0
474,"when we stumbled on leon , we thought that we had found quite the gem but , we were certainly wrong .",4,-1
475,instead of wasting your time here : support restaurants that care about food .,4,-1
476,this is can became on e of the ny italian food fare institutions .,4,0
477,just got back from lunch at tamarind and it was excellent .,0,1
478,"head and shoulders above its neighboors on east 6 st , taj mahal is also very comparable , in food quality , to the much overpraised ( and underdeserving ) baluchi's .",0,1
479,"the man that was hosting promised to save a table for our party of 7 , then sat a party of 2 at the very table he was saving ( mean while there were boths open all around ) .",1,-1
480,try the cheesecake!,0,1
481,as we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were .,1,-1
482,as we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were .,0,-1
483,"david , daytona beach , fl",4,0
484,perhaps .,4,0
485,great indian food and the service is incredible .,0,1
486,great indian food and the service is incredible .,1,1
487,go here .,4,1
488,if you are in the area try the bagel shoppe on 74th street which is 3 blocks away on 2nd ave .,4,1
489,rosario's is without a doubt one of the greatest pizzerias in existence .,4,1
490,"decor is nice and minimalist , food simple yet very well presented and cooked , and the wine list matches the food very well .",0,1
491,"decor is nice and minimalist , food simple yet very well presented and cooked , and the wine list matches the food very well .",3,1
493,we ordered a tuna melt - it came with out cheese which just made it a tuna sandwich .,0,-1
494,"especially liked chicken tikka and the naan , and the dals .",0,1
495,the waiters were not attentive except that the bill turned up on the table before we were finished .,1,-1
496,the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty .,3,1
498,we generally like good restaurants and eat out often but kai was way to expensive for what we got .,5,-1
499,what a great place .,4,1
500,the sangria was pretty tasty and good on a hot muggy day .,0,1
501,don't eat here unless you're starving for thai food and you work next door .,4,-1
502,this tiny williamsburg spot is always pleasantly surprising .,4,1
503,"for the people who want great food plus great service , roxy is a place to avoid!",0,-1
504,"for the people who want great food plus great service , roxy is a place to avoid!",1,-1
505,i had the best ravioli ever .,0,1
507,ive been here a bunch of times now and the service is always outstanding .,1,1
508,the bill is approximately $25 for 2 at lunch without drinks .,5,0
509,"quite frankly , this is some of the worst sushi i have ever tried .",0,-1
510,"the food is great , service is ok .",0,1
511,"the food is great , service is ok .",1,0
512,"the overall price tag was very very expensive , something i did expect .",5,-1
513,"by the time we were done , it was past 1 :00am .",4,0
514,"spice is great thai food , love the inexpensive appetizers .",0,1
515,"spice is great thai food , love the inexpensive appetizers .",5,1
516,"read all the other review , they'll confirm it .",4,0
517,even after they overcharged me the last time i was there .,1,-1
518,the service was attentive .,1,1
519,"he not only makes his own homemade mozzarella , but every pie is ultra fresh .",0,1
520,fish was overdone .,0,-1
522,"when you're sitting in their main dining room ( which has a spectacular , hand-painted high ceiling ) you'd never know there was a world outside .",3,1
523,we visited bread bar during january restaurant week and were so pleased with the menu selections and service .,0,1
524,we visited bread bar during january restaurant week and were so pleased with the menu selections and service .,1,1
525,i have been twice to this restaurant .,4,0
526,also make sure you pay attention to the music being piped in - quite a weird selection .,3,0
527,you could get a much better dining experience for the same amount of money in a lot of other french bistros .,4,-1
528,the establishment scores big points in presentation and style .,3,1
529,"the rest of the dim sum , though pricey by chinatown standards , is worth it .",0,1
530,"the rest of the dim sum , though pricey by chinatown standards , is worth it .",5,-1
531,good food .,0,1
532,"the wait staff is very friendly , if not overly efficient .",1,1
533,surprisingly nothing could be further from the truth .,4,1
534,the dim sum however was very good .,0,1
535,it's better than being on the roof of sutton place with 19 year old interns jabbing you in the ribs all night .,4,1
536,service has always been friendly and efficient .,1,1
537,went there and had a combination of different seafood dishes and appetizers .,0,0
538,its a great place for a casual date or to entertain clients for lunch .,4,1
539,all we received was an apology as we left to see our show without dinner .,1,-1
540,the table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived .,1,-1
541,prices are very good .,5,1
542,"we could not catch our waiter's eye , and he ignored us .",1,-1
543,fantastic place .,4,1
544,plain and simple it's bad thai food .,0,-1
545,definitely not a restaurant to skip!,4,1
546,they refuse to seat parties of 3 or more on weekends .,1,-1
547,usually 3 vs . 4 items per dish .,0,0
549,"the dim sum was so-so , but not spectacular .",0,0
550,the food was so-so .,0,0
551,"the waitress , seems to be more concerned of looking good than actually waitressing .",1,-1
552,"the place is larger than most and features adequate seating unlike most joints , and has a bar which deserves a mention .",3,1
553,what a ripoff!,5,-1
